TIMESTAMPms	M32RAWIMU0xacc	M32RAWIMU0yacc	M32RAWIMU0zacc
21990	4.000000000000000e+00	-4.400000000000000e+01	4.141000000000000e+03
22391	-1.000000000000000e+00	-4.200000000000000e+01	4.139000000000000e+03
22590	3.000000000000000e+00	-4.600000000000000e+01	4.143000000000000e+03
22690	1.000000000000000e+00	-4.600000000000000e+01	4.145000000000000e+03
22791	0.000000000000000e+00	-4.200000000000000e+01	4.138000000000000e+03
22990	1.000000000000000e+00	-4.700000000000000e+01	4.152000000000000e+03
23394	5.000000000000000e+00	-4.300000000000000e+01	4.140000000000000e+03
23590	1.000000000000000e+00	-4.400000000000000e+01	4.142000000000000e+03
23690	7.000000000000000e+00	-4.300000000000000e+01	4.135000000000000e+03
23790	9.000000000000000e+00	-4.500000000000000e+01	4.141000000000000e+03
23990	5.000000000000000e+00	-4.300000000000000e+01	4.132000000000000e+03
24390	0.000000000000000e+00	-3.900000000000000e+01	4.136000000000000e+03
24590	1.000000000000000e+00	-4.500000000000000e+01	4.139000000000000e+03
24690	0.000000000000000e+00	-4.500000000000000e+01	4.138000000000000e+03
24990	3.000000000000000e+00	-4.200000000000000e+01	4.139000000000000e+03
25190	-2.000000000000000e+00	-4.300000000000000e+01	4.140000000000000e+03
25390	2.000000000000000e+00	-4.400000000000000e+01	4.137000000000000e+03
25590	5.000000000000000e+00	-4.400000000000000e+01	4.142000000000000e+03
25690	6.000000000000000e+00	-4.600000000000000e+01	4.142000000000000e+03
25790	5.000000000000000e+00	-3.900000000000000e+01	4.134000000000000e+03
25990	6.000000000000000e+00	-4.900000000000000e+01	4.141000000000000e+03
26390	3.000000000000000e+00	-4.400000000000000e+01	4.145000000000000e+03
26590	0.000000000000000e+00	-3.700000000000000e+01	4.145000000000000e+03
26690	7.000000000000000e+00	-4.600000000000000e+01	4.139000000000000e+03
26790	5.000000000000000e+00	-4.000000000000000e+01	4.129000000000000e+03
26994	2.000000000000000e+00	-3.900000000000000e+01	4.133000000000000e+03
27390	6.000000000000000e+00	-4.100000000000000e+01	4.142000000000000e+03
27590	4.000000000000000e+00	-4.400000000000000e+01	4.150000000000000e+03
27690	1.000000000000000e+00	-4.200000000000000e+01	4.142000000000000e+03
27795	1.000000000000000e+00	-4.000000000000000e+01	4.144000000000000e+03
27996	3.000000000000000e+00	-4.200000000000000e+01	4.143000000000000e+03
28395	0.000000000000000e+00	-4.200000000000000e+01	4.142000000000000e+03
28589	3.000000000000000e+00	-4.100000000000000e+01	4.144000000000000e+03
28689	5.000000000000000e+00	-3.900000000000000e+01	4.136000000000000e+03
28790	0.000000000000000e+00	-4.200000000000000e+01	4.151000000000000e+03
29010	-1.000000000000000e+00	-4.300000000000000e+01	4.148000000000000e+03
29190	2.000000000000000e+00	-4.500000000000000e+01	4.150000000000000e+03
29589	3.000000000000000e+00	-4.000000000000000e+01	4.136000000000000e+03
29689	1.000000000000000e+00	-3.900000000000000e+01	4.135000000000000e+03
30026	8.000000000000000e+00	-3.800000000000000e+01	4.137000000000000e+03
30192	1.100000000000000e+01	-4.000000000000000e+01	4.135000000000000e+03
30389	6.000000000000000e+00	-3.800000000000000e+01	4.137000000000000e+03
30589	0.000000000000000e+00	-4.400000000000000e+01	4.138000000000000e+03
30689	2.000000000000000e+00	-4.100000000000000e+01	4.140000000000000e+03
30789	7.000000000000000e+00	-4.300000000000000e+01	4.142000000000000e+03
31019	5.000000000000000e+00	-3.900000000000000e+01	4.147000000000000e+03
31393	1.000000000000000e+00	-4.200000000000000e+01	4.150000000000000e+03
31603	0.000000000000000e+00	-4.200000000000000e+01	4.142000000000000e+03
31690	4.000000000000000e+00	-3.900000000000000e+01	4.148000000000000e+03
31790	4.000000000000000e+00	-4.300000000000000e+01	4.145000000000000e+03
31990	5.000000000000000e+00	-3.800000000000000e+01	4.139000000000000e+03
32390	-2.000000000000000e+00	-4.000000000000000e+01	4.142000000000000e+03
32594	5.000000000000000e+00	-4.500000000000000e+01	4.136000000000000e+03
32690	7.000000000000000e+00	-4.100000000000000e+01	4.139000000000000e+03
