TIMESTAMPms	M32RAWIMU0xacc	M32RAWIMU0yacc	M32RAWIMU0zacc
8773	-4.145000000000000e+03	-4.540000000000000e+02	-4.250000000000000e+02
8973	-4.145000000000000e+03	-4.480000000000000e+02	-4.210000000000000e+02
9173	-4.149000000000000e+03	-4.430000000000000e+02	-4.300000000000000e+02
9373	-4.140000000000000e+03	-4.540000000000000e+02	-4.470000000000000e+02
9573	-4.148000000000000e+03	-4.470000000000000e+02	-4.370000000000000e+02
9774	-4.145000000000000e+03	-4.470000000000000e+02	-4.310000000000000e+02
9973	-4.141000000000000e+03	-4.590000000000000e+02	-4.350000000000000e+02
10174	-4.122000000000000e+03	-4.650000000000000e+02	-4.150000000000000e+02
10373	-4.145000000000000e+03	-4.460000000000000e+02	-4.740000000000000e+02
10582	-4.141000000000000e+03	-4.560000000000000e+02	-4.520000000000000e+02
10773	-4.145000000000000e+03	-4.450000000000000e+02	-4.560000000000000e+02
10973	-4.150000000000000e+03	-4.470000000000000e+02	-4.580000000000000e+02
11173	-4.144000000000000e+03	-4.480000000000000e+02	-4.620000000000000e+02
11373	-4.132000000000000e+03	-4.500000000000000e+02	-4.710000000000000e+02
11575	-4.134000000000000e+03	-4.550000000000000e+02	-4.560000000000000e+02
11773	-4.138000000000000e+03	-4.490000000000000e+02	-4.670000000000000e+02
11973	-4.139000000000000e+03	-4.450000000000000e+02	-4.620000000000000e+02
12173	-4.139000000000000e+03	-4.460000000000000e+02	-4.680000000000000e+02
12373	-4.143000000000000e+03	-4.400000000000000e+02	-4.780000000000000e+02
12579	-4.144000000000000e+03	-4.400000000000000e+02	-4.850000000000000e+02
12773	-4.149000000000000e+03	-4.380000000000000e+02	-4.740000000000000e+02
12974	-4.131000000000000e+03	-4.430000000000000e+02	-4.920000000000000e+02
13173	-4.150000000000000e+03	-4.460000000000000e+02	-4.660000000000000e+02
13373	-4.152000000000000e+03	-4.390000000000000e+02	-4.910000000000000e+02
13594	-4.150000000000000e+03	-4.480000000000000e+02	-4.820000000000000e+02
13773	-4.142000000000000e+03	-4.500000000000000e+02	-4.890000000000000e+02
13973	-4.137000000000000e+03	-4.490000000000000e+02	-4.980000000000000e+02
14176	-4.138000000000000e+03	-4.520000000000000e+02	-4.890000000000000e+02
14373	-4.145000000000000e+03	-4.440000000000000e+02	-4.920000000000000e+02
14606	-4.144000000000000e+03	-4.450000000000000e+02	-4.870000000000000e+02
14772	-4.135000000000000e+03	-4.510000000000000e+02	-4.930000000000000e+02
14973	-4.142000000000000e+03	-4.390000000000000e+02	-4.910000000000000e+02
15172	-4.143000000000000e+03	-4.320000000000000e+02	-4.990000000000000e+02
15378	-4.140000000000000e+03	-4.410000000000000e+02	-5.000000000000000e+02
15572	-4.133000000000000e+03	-4.430000000000000e+02	-5.080000000000000e+02
15773	-4.133000000000000e+03	-4.380000000000000e+02	-5.170000000000000e+02
15972	-4.134000000000000e+03	-4.410000000000000e+02	-5.130000000000000e+02
16172	-4.141000000000000e+03	-4.360000000000000e+02	-5.070000000000000e+02
16372	-4.143000000000000e+03	-4.390000000000000e+02	-5.020000000000000e+02
16575	-4.139000000000000e+03	-4.450000000000000e+02	-5.040000000000000e+02
16772	-4.142000000000000e+03	-4.440000000000000e+02	-4.940000000000000e+02
16972	-4.140000000000000e+03	-4.430000000000000e+02	-5.020000000000000e+02
17173	-4.142000000000000e+03	-4.400000000000000e+02	-5.050000000000000e+02
17373	-4.140000000000000e+03	-4.470000000000000e+02	-5.010000000000000e+02
17573	-4.137000000000000e+03	-4.450000000000000e+02	-4.960000000000000e+02
17778	-4.136000000000000e+03	-4.370000000000000e+02	-5.120000000000000e+02
17974	-4.137000000000000e+03	-4.400000000000000e+02	-5.160000000000000e+02
18173	-4.142000000000000e+03	-4.360000000000000e+02	-5.170000000000000e+02
18373	-4.138000000000000e+03	-4.320000000000000e+02	-5.230000000000000e+02
18573	-4.140000000000000e+03	-4.290000000000000e+02	-5.180000000000000e+02
18773	-4.140000000000000e+03	-4.280000000000000e+02	-5.200000000000000e+02
18979	-4.129000000000000e+03	-4.350000000000000e+02	-5.270000000000000e+02
19173	-4.137000000000000e+03	-4.280000000000000e+02	-5.080000000000000e+02
19373	-4.141000000000000e+03	-4.310000000000000e+02	-5.150000000000000e+02
19573	-4.153000000000000e+03	-4.250000000000000e+02	-5.100000000000000e+02
19773	-4.139000000000000e+03	-4.300000000000000e+02	-5.260000000000000e+02
19973	-4.140000000000000e+03	-4.400000000000000e+02	-5.160000000000000e+02
20179	-4.141000000000000e+03	-4.310000000000000e+02	-5.040000000000000e+02
20373	-4.136000000000000e+03	-4.430000000000000e+02	-5.100000000000000e+02
20573	-4.135000000000000e+03	-4.450000000000000e+02	-5.190000000000000e+02
20773	-4.138000000000000e+03	-4.350000000000000e+02	-5.120000000000000e+02
20973	-4.128000000000000e+03	-4.410000000000000e+02	-5.250000000000000e+02
21173	-4.129000000000000e+03	-4.380000000000000e+02	-5.190000000000000e+02
21374	-4.127000000000000e+03	-4.450000000000000e+02	-5.030000000000000e+02
21573	-4.133000000000000e+03	-4.380000000000000e+02	-5.120000000000000e+02
21773	-4.140000000000000e+03	-4.300000000000000e+02	-5.240000000000000e+02
21973	-4.138000000000000e+03	-4.310000000000000e+02	-5.180000000000000e+02
22172	-4.139000000000000e+03	-4.260000000000000e+02	-5.380000000000000e+02
22372	-4.137000000000000e+03	-4.300000000000000e+02	-5.330000000000000e+02
22572	-4.137000000000000e+03	-4.330000000000000e+02	-5.300000000000000e+02
22772	-4.137000000000000e+03	-4.320000000000000e+02	-5.340000000000000e+02
22973	-4.133000000000000e+03	-4.280000000000000e+02	-5.310000000000000e+02
23172	-4.139000000000000e+03	-4.320000000000000e+02	-5.280000000000000e+02
23372	-4.139000000000000e+03	-4.360000000000000e+02	-5.130000000000000e+02
23572	-4.150000000000000e+03	-4.250000000000000e+02	-5.270000000000000e+02
23772	-4.135000000000000e+03	-4.400000000000000e+02	-5.300000000000000e+02
23972	-4.133000000000000e+03	-4.440000000000000e+02	-5.290000000000000e+02
24172	-4.132000000000000e+03	-4.400000000000000e+02	-5.360000000000000e+02
24372	-4.139000000000000e+03	-4.380000000000000e+02	-5.170000000000000e+02
24572	-4.135000000000000e+03	-4.410000000000000e+02	-5.260000000000000e+02
24778	-4.130000000000000e+03	-4.470000000000000e+02	-5.200000000000000e+02
